pageid,title,wikidata,label
1190083,Ioannis Kasoulidis,Q1671928,Ioannis Kasoulidis
8332209,Nicos Anastasiades,Q2112764,Nikos Anastasiades
38111876,Costas Kadis,Q5175045,Kostas Kadis
64778267,George L. Savvides,Q65553109,George L. Savvides
68051107,Annita Demetriou,Q47984268,Annita Demetriou
